model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met,conflict_recognized
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.36,0.14,0.5,0.47
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.92,0.0,0.08,0.14
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.06,0.6,0.34,0.04
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.57,0.0,0.43,0.07
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,case_conflict,0.69,0.01,0.3,0.7
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.9,0.1,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.02,0.75,0.23,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.95,0.0,0.05,0.35
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.13,0.35,0.52,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.06,0.26,0.68,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.66,0.04,0.3,0.67
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.72,0.18,0.1,0.26
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.07,0.73,0.2,0.06
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.88,0.0,0.12,0.19
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.73,0.26,0.01
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.11,0.34,0.55,0.01
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,case_conflict,0.99,0.0,0.01,0.01
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.93,0.0,0.07,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.98,0.0,0.02,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,num_sentence_conflict: 10_5,0.99,0.0,0.01,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.92,0.0,0.08,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,case_conflict,0.97,0.0,0.03,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.93,0.0,0.07,0.01
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.92,0.01,0.07,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.45,0.06,0.49,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,0.82,0.0,0.18,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,case_conflict,0.94,0.0,0.06,0.01
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.96,0.01,0.03,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.99,0.0,0.01,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,1.0,0.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.96,0.0,0.04,0.02
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,case_conflict,0.96,0.0,0.04,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.84,0.0,0.16,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.76,0.02,0.22,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.42,0.13,0.45,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.45,0.03,0.52,0.0
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,case_conflict,0.94,0.0,0.06,0.21
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.57,0.34,0.09,0.28
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.66,0.13,0.21,0.43
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,language_conflict: en_fr,0.92,0.0,0.08,0.17
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.19,0.17,0.64,0.08
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,word_length_conflict: 300_50,0.1,0.53,0.37,0.08
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,case_conflict,0.98,0.0,0.02,0.39
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.87,0.05,0.08,0.22
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.54,0.03,0.43,0.66
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.99,0.0,0.01,0.13
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.13,0.43,0.44,0.11
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.77,0.0,0.23,0.13
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,case_conflict,0.8,0.0,0.2,0.59
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.06,0.82,0.12,0.04
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.04,0.67,0.29,0.01
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.92,0.0,0.08,0.33
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.12,0.34,0.54,0.02
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.07,0.27,0.66,0.04
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.67,0.05,0.28,0.63
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.79,0.09,0.12,0.37
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.15,0.58,0.27,0.25
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.91,0.0,0.09,0.16
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.11,0.63,0.26,0.05
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.24,0.07,0.69,0.08
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,case_conflict,0.9,0.0,0.1,0.17
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.81,0.12,0.07,0.22
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.65,0.03,0.32,0.34
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.32
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.63,0.02,0.35,0.25
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.12,0.14,0.74,0.21
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,case_conflict,0.99,0.0,0.01,0.36
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.78,0.12,0.1,0.2
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.8,0.02,0.18,0.28
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.99,0.0,0.01,0.25
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.08,0.31,0.61,0.08
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.82,0.0,0.18,0.11
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,case_conflict,0.91,0.0,0.09,0.58
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.22,0.66,0.12,0.11
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.35,0.29,0.36,0.22
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0,0.22
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.49,0.15,0.36,0.1
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.41,0.2,0.39,0.14
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.94,0.0,0.06,0.78
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.77,0.13,0.1,0.32
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.38,0.22,0.4,0.24
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.79,0.02,0.19,0.71
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.19,0.34,0.47,0.19
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.32,0.26,0.42,0.34
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,case_conflict,0.9,0.0,0.1,0.14
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.91,0.05,0.04,0.23
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.77,0.03,0.2,0.62
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.4
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.79,0.01,0.2,0.43
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.32,0.02,0.66,0.46
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,case_conflict,0.98,0.0,0.02,0.3
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.76,0.17,0.07,0.2
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.69,0.02,0.29,0.66
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.99,0.0,0.01,0.64
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.14,0.18,0.68,0.29
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.64,0.01,0.35,0.12
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.92,0.01,0.07,0.73
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.16,0.7,0.14,0.1
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.57,0.21,0.22,0.32
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,0.98,0.0,0.02,0.52
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.66,0.12,0.22,0.1
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.81,0.05,0.14,0.14
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.84,0.0,0.16,0.87
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.42,0.49,0.09,0.34
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.29,0.34,0.37,0.42
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.61,0.06,0.33,0.86
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.13,0.55,0.32,0.3
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.09,0.73,0.18,0.33
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,case_conflict,0.91,0.0,0.09,0.11
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.95,0.0,0.05,0.14
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.87,0.0,0.13,0.29
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.31
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.82,0.01,0.17,0.17
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.17,0.07,0.76,0.18
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,case_conflict,0.96,0.0,0.04,0.19
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.75,0.19,0.06,0.25
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.74,0.01,0.25,0.3
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.98,0.01,0.01,0.35
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.1,0.27,0.63,0.19
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.76,0.0,0.24,0.12
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,case_conflict,0.99,0.0,0.01,0.57
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.33,0.56,0.11,0.17
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.66,0.16,0.18,0.38
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0,0.23
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.56,0.1,0.34,0.08
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.6,0.11,0.29,0.27
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.96,0.0,0.04,0.78
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.73,0.17,0.1,0.43
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.36,0.18,0.46,0.3
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.78,0.0,0.22,0.85
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.19,0.42,0.39,0.3
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.25,0.39,0.36,0.4
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,case_conflict,0.83,0.0,0.17,0.23
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.9,0.03,0.07,0.34
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.88,0.0,0.12,0.51
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0,0.64
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.84,0.01,0.15,0.42
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.51,0.02,0.47,0.46
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,case_conflict,0.9,0.0,0.1,0.23
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.61,0.35,0.04,0.38
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.57,0.07,0.36,0.46
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.97,0.01,0.02,0.48
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.14,0.23,0.63,0.37
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.45,0.12,0.43,0.31
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.94,0.0,0.06,0.45
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.22,0.66,0.12,0.13
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.58,0.06,0.36,0.37
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0,0.44
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.67,0.1,0.23,0.19
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.64,0.17,0.19,0.41
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.94,0.0,0.06,0.68
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.37,0.56,0.07,0.36
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.24,0.33,0.43,0.5
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.75,0.06,0.19,0.81
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.1,0.56,0.34,0.22
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.08,0.78,0.14,0.39
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,case_conflict,0.19,0.72,0.09,0.08
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.97,0.03,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.05,0.73,0.22,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,language_conflict: en_fr,0.94,0.0,0.06,0.28
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.12,0.33,0.55,0.01
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,word_length_conflict: 300_50,0.02,0.74,0.24,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,case_conflict,0.69,0.14,0.17,0.25
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.68,0.16,0.16,0.22
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.18,0.45,0.37,0.1
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.86,0.09,0.05,0.31
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.02,0.88,0.1,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.53,0.46,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,case_conflict,0.62,0.13,0.25,0.65
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.87,0.13,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.1,0.54,0.36,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.89,0.02,0.09,0.6
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.09,0.39,0.52,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.01,0.3,0.69,0.01
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.59,0.08,0.33,0.54
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.36,0.47,0.17,0.26
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.02,0.83,0.15,0.01
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.47,0.45,0.08,0.21
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.89,0.1,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.01,0.83,0.16,0.0
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,case_conflict,0.41,0.23,0.36,0.32
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.03,0.93,0.04,0.04
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.2,0.43,0.37,0.2
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,language_conflict: en_fr,0.8,0.11,0.09,0.51
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.11,0.16,0.73,0.03
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.01,0.65,0.34,0.02
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,case_conflict,0.57,0.2,0.23,0.61
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.81,0.12,0.07,0.15
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.48,0.18,0.34,0.58
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.43,0.53,0.04,0.26
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.05,0.66,0.29,0.1
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.49,0.03,0.48,0.23
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,case_conflict,0.75,0.07,0.18,0.85
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.91,0.09,0.0
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.12,0.5,0.38,0.04
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.93,0.02,0.05,0.51
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.22,0.23,0.55,0.0
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.05,0.23,0.72,0.05
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.66,0.05,0.29,0.88
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.57,0.32,0.11,0.46
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.14,0.61,0.25,0.21
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.47,0.35,0.18,0.49
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.77,0.22,0.06
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.03,0.62,0.35,0.09
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,case_conflict,0.24,0.45,0.31,0.6
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.02,0.98,0.0,0.02
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.49,0.24,0.27,0.68
