model,policy,dataset,conflict_name,primary_constraint_met,secondary_constraint_met,none_constraint_met
gpt-4o-2024-11-20,baseline_all_user,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.06,0.77,0.17
gpt-4o-2024-11-20,baseline_all_user,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.42,0.58,0.0
gpt-4o-2024-11-20,baseline_all_user,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.0,0.9,0.1
gpt-4o-2024-11-20,baseline_all_user,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.81,0.19
gpt-4o-2024-11-20,basic_separation,conflicting_instructions,case_conflict,0.99,0.0,0.01
gpt-4o-2024-11-20,basic_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.97,0.03
gpt-4o-2024-11-20,basic_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.02,0.81,0.17
gpt-4o-2024-11-20,basic_separation,conflicting_instructions,language_conflict: en_fr,0.94,0.06,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.11,0.31,0.58
gpt-4o-2024-11-20,basic_separation,conflicting_instructions,word_length_conflict: 300_50,0.0,0.74,0.26
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,case_conflict,0.99,0.01,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.93,0.02,0.05
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.44,0.14,0.42
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.09,0.6,0.31
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.59,0.0,0.41
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,case_conflict,0.97,0.01,0.02
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.9,0.1
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.02,0.75,0.23
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.13,0.35,0.52
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.06,0.26,0.68
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.94,0.05,0.01
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.7,0.23,0.07
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.03,0.73,0.24
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.02,0.73,0.25
gpt-4o-2024-11-20,basic_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.11,0.34,0.55
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,case_conflict,0.98,0.0,0.02
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.93,0.0,0.07
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.98,0.0,0.02
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,num_sentence_conflict: 10_5,0.99,0.0,0.01
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions,word_length_conflict: 300_50,0.95,0.0,0.05
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,case_conflict,0.97,0.0,0.03
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.94,0.0,0.06
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.92,0.01,0.07
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.45,0.06,0.49
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_reversed,word_length_conflict: 300_50,0.82,0.0,0.18
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,case_conflict,0.94,0.0,0.06
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.96,0.01,0.03
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.99,0.0,0.01
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,1.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.96,0.0,0.04
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,case_conflict,0.96,0.0,0.04
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.84,0.0,0.16
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.76,0.02,0.22
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.42,0.13,0.45
gpt-4o-2024-11-20,constraint_following_baseline,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.45,0.03,0.52
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,case_conflict,0.97,0.0,0.03
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.62,0.35,0.03
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.71,0.12,0.17
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.19,0.18,0.63
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions,word_length_conflict: 300_50,0.1,0.54,0.36
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,case_conflict,1.0,0.0,0.0
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.88,0.06,0.06
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.58,0.03,0.39
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.19,0.43,0.38
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.76,0.0,0.24
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,case_conflict,0.99,0.0,0.01
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.08,0.82,0.1
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.05,0.67,0.28
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.12,0.34,0.54
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.07,0.26,0.67
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.95,0.05,0.0
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.79,0.16,0.05
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.09,0.6,0.31
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.16,0.63,0.21
gpt-4o-2024-11-20,emphasized_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.27,0.07,0.66
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,case_conflict,0.93,0.0,0.07
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.83,0.1,0.07
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.66,0.03,0.31
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.64,0.0,0.36
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.13,0.14,0.73
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,case_conflict,0.99,0.0,0.01
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.71,0.2,0.09
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.76,0.03,0.21
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.07,0.31,0.62
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.79,0.0,0.21
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,case_conflict,0.91,0.0,0.09
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.24,0.64,0.12
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.35,0.28,0.37
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.49,0.15,0.36
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.55,0.09,0.36
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.96,0.01,0.03
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.71,0.2,0.09
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.31,0.22,0.47
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.97,0.03,0.0
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.16,0.34,0.5
gpt-4o-2024-11-20,marked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.17,0.26,0.57
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,case_conflict,0.89,0.0,0.11
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.91,0.05,0.04
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.79,0.02,0.19
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.86,0.0,0.14
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.37,0.01,0.62
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,case_conflict,0.97,0.0,0.03
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.68,0.26,0.06
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.57,0.02,0.41
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.98,0.0,0.02
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.1,0.2,0.7
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.56,0.01,0.43
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,case_conflict,0.88,0.01,0.11
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.18,0.7,0.12
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.6,0.2,0.2
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.68,0.1,0.22
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.9,0.0,0.1
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.79,0.02,0.19
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.34,0.58,0.08
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.14,0.38,0.48
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.86,0.13,0.01
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.07,0.56,0.37
gpt-4o-2024-11-20,marked_system_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.04,0.76,0.2
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,case_conflict,0.92,0.0,0.08
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.95,0.0,0.05
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.87,0.0,0.13
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.83,0.01,0.16
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions,word_length_conflict: 300_50,0.2,0.06,0.74
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,case_conflict,0.96,0.0,0.04
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.69,0.26,0.05
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.66,0.01,0.33
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.98,0.01,0.01
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.06,0.27,0.67
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.74,0.0,0.26
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,case_conflict,0.99,0.0,0.01
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.36,0.53,0.11
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.68,0.13,0.19
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.58,0.09,0.33
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.74,0.02,0.24
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.97,0.0,0.03
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.63,0.28,0.09
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.28,0.18,0.54
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.99,0.01,0.0
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.12,0.43,0.45
gpt-4o-2024-11-20,marked_user_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.13,0.42,0.45
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,case_conflict,0.83,0.0,0.17
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.92,0.02,0.06
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.91,0.0,0.09
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.85,0.01,0.14
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions,word_length_conflict: 300_50,0.58,0.0,0.42
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,case_conflict,0.89,0.0,0.11
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.49,0.47,0.04
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.48,0.08,0.44
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,language_conflict: en_fr,0.96,0.02,0.02
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.08,0.24,0.68
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_reversed,word_length_conflict: 300_50,0.39,0.12,0.49
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,case_conflict,0.91,0.0,0.09
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.23,0.65,0.12
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.61,0.06,0.33
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.7,0.07,0.23
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.87,0.0,0.13
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,case_conflict,0.91,0.0,0.09
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.33,0.6,0.07
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.13,0.38,0.49
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.9,0.09,0.01
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.05,0.6,0.35
gpt-4o-2024-11-20,marked_user_detailed,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.03,0.81,0.16
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,case_conflict,0.19,0.77,0.04
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.0,0.97,0.03
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.05,0.73,0.22
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,language_conflict: en_fr,1.0,0.0,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,num_sentence_conflict: 10_5,0.12,0.33,0.55
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions,word_length_conflict: 300_50,0.02,0.74,0.24
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,case_conflict,0.78,0.15,0.07
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.67,0.22,0.11
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.16,0.45,0.39
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,language_conflict: en_fr,0.9,0.09,0.01
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.02,0.88,0.1
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_reversed,word_length_conflict: 300_50,0.01,0.53,0.46
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,case_conflict,0.75,0.19,0.06
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.87,0.13
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.1,0.54,0.36
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,language_conflict: en_fr,0.97,0.03,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.09,0.39,0.52
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.01,0.3,0.69
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,case_conflict,0.87,0.11,0.02
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.28,0.58,0.14
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.02,0.83,0.15
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.53,0.47,0.0
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.01,0.89,0.1
gpt-4o-2024-11-20,task_specified_separation,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.84,0.16
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,case_conflict,0.34,0.3,0.36
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.03,0.95,0.02
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.23,0.42,0.35
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,language_conflict: en_fr,0.85,0.12,0.03
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,num_sentence_conflict: 10_5,0.11,0.17,0.72
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions,word_length_conflict: 300_50,0.01,0.66,0.33
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,case_conflict,0.45,0.26,0.29
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,keyword_forbidden_conflict: awesome_need,0.76,0.19,0.05
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,keyword_frequency_conflict: like_5_2,0.38,0.18,0.44
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,language_conflict: en_fr,0.43,0.56,0.01
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,num_sentence_conflict: 10_5,0.04,0.66,0.3
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_reversed,word_length_conflict: 300_50,0.41,0.03,0.56
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,case_conflict,0.69,0.09,0.22
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,keyword_forbidden_conflict: awesome_need,0.0,0.91,0.09
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,keyword_frequency_conflict: like_5_2,0.12,0.5,0.38
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,language_conflict: en_fr,0.97,0.03,0.0
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,num_sentence_conflict: 10_5,0.22,0.23,0.55
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context,word_length_conflict: 300_50,0.06,0.25,0.69
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,case_conflict,0.46,0.12,0.42
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_forbidden_conflict: awesome_need,0.34,0.59,0.07
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,keyword_frequency_conflict: like_5_2,0.06,0.65,0.29
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,language_conflict: en_fr,0.54,0.45,0.01
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,num_sentence_conflict: 10_5,0.0,0.78,0.22
gpt-4o-2024-11-20,unmarked_system_basic,conflicting_instructions_rich_context_reversed,word_length_conflict: 300_50,0.0,0.62,0.38
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,case_conflict,0.05,0.6,0.35
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,keyword_forbidden_conflict: awesome_need,0.03,0.97,0.0
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,keyword_frequency_conflict: like_5_2,0.54,0.21,0.25
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,language_conflict: en_fr,0.85,0.1,0.05
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,num_sentence_conflict: 10_5,0.2,0.12,0.68
gpt-4o-2024-11-20,unmarked_system_detailed,conflicting_instructions,word_length_conflict: 300_50,0.05,0.58,0.37
